chr17:79863990..79865048,.	HS_chr17_79864490_79864548	4	ANAPC11,ARHGDIA,NOTUM,SLC25A10,SLC25A10_ENST00000331531	TCGA-A2-A0EY	chr17:79678956..79679957,+,chr17:79827305..79828306,-,chr17:79851853..79852854,+,chr17:79918086..79919087,-	4
chr7:148891462..148892494,.	HS_chr7_148891962_148891994	3	ZNF212,ZNF425,ZNF783_ENST00000418158	TCGA-AR-A0TX	chr7:148822804..148823805,-,chr7:148936369..148937370,+,chr7:148982063..148983064,+	3
chr1:107684517..107685525,.	HS_chr1_107685017_107685025	2	PRMT6,PRMT6_ENST00000540389	TCGA-E2-A15E	chr1:107598910..107599911,+,chr1:107599014..107600015,+	2
chr11:66174882..66175986,.	HS_chr11_66175382_66175486	2	MRPL11,MRPL11_ENST00000329819,NPAS4	TCGA-A8-A07B	chr11:66188150..66189151,+,chr11:66205724..66206725,-	2
chr17:62022694..62023739,.	HS_chr17_62023194_62023239	2	CSHL1,CSHL1_ENST00000561003,CSHL1_ENST00000392824,GH1	TCGA-AO-A03L	chr17:61988055..61989056,-,chr17:61995635..61996636,-	2
chr20:44399487..44400559,.	HS_chr20_44399987_44400059	2	SPINLW1,SPINLW1_ENST00000336443,WFDC10A	TCGA-B6-A0IQ	chr20:44173951..44174952,-,chr20:44257952..44258953,+	2
chr20:55819991..55821070,.	HS_chr20_55820491_55820570	2	BMP7,SPO11	TCGA-AO-A0J6	chr20:55840677..55841678,-,chr20:55904423..55905424,+	2
chr20:8341373..8342466,.	HS_chr20_8341873_8341966	2	PLCB1,PLCB1_ENST00000378641,PLCB1_ENST00000404098	TCGA-A8-A09X	chr20:8112798..8113799,+,chr20:8112801..8113802,+	2
chr10:54248611..54249676,.	HS_chr10_54249111_54249176	1	DKK1	TCGA-C8-A12L	chr10:54073694..54074695,+	1
chr10:99294029..99295102,.	HS_chr10_99294529_99294602	1	ANKRD2	TCGA-A8-A094	chr10:99331964..99332965,+	1
