chr1:182992351..182993352,+	LAMC1	2	PD3945a,PD4116a	COSN4710269,COSN4710270
chr10:118031040..118032041,-	GFRA1,GFRA1_ENST00000439649	1	PD4006a	COSN4691764
chr10:71078203..71079204,+	HK1_ENST00000359426	1	PD3945a	COSN4694866
chr10:99331964..99332965,+	ANKRD2	1	PD4248a	COSN4695955
chr11:64126207..64127208,+	RPS6KA4,RPS6KA4_ENST00000334205	1	PD3945a	COSN4698986
chr1:202304381..202305382,-	UBE2T	1	PD4107a	COSN5165559
chr12:123518636..123519637,-	PITPNM2,PITPNM2_ENST00000280562	1	PD3851a	COSN4701101
chr12:65003912..65004913,+	RASSF3	1	PD4005a	COSN4703445
chr12:772163..773164,-	NINJ2	1	PD4085a	COSN4704295
chr13:113622278..113623279,+	MCF2L_ENST00000375604	1	PD4115a	COSN4705343
