chr11:47197903..47198904,-	ARFGAP2	7	PD4107a,TCGA-AC-A5XS,TCGA-AR-A0U0,TCGA-B6-A0I9,TCGA-E2-A10B,TCGA-E2-A14R	COSN14654176,COSN14654186,COSN407489,COSN407490,COSN4698426,COSN521384,COSN521385
chr4:76816977..76817978,-	PPEF2	7	PD4103a	COSN193154,COSN193155,COSN193156,COSN193157,COSN193158,COSN193159,COSN193160
chr17:59488836..59489837,+	C17orf82,C17orf82_ENST00000335108	4	PD4005a,PD4086a,PD4107a,TCGA-AC-A3W6	COSN5179834,COSN5179845,COSN5179858,COSN8314344
chr3:122277966..122278967,-	PARP9	4	TCGA-D8-A27H,TCGA-E2-A1LA,TCGA-E9-A228,TCGA-EW-A1PB	COSN523411,COSN523412,COSN523413,COSN523414
chr11:47280267..47281268,+	NR1H3	3	TCGA-AR-A0U0,TCGA-E2-A10B,TCGA-E2-A14R	COSN407489,COSN521384,COSN521385
chr12:56473584..56474585,+	ERBB3,ERBB3_ENST00000267101,ERBB3_ENST00000411731	3	PD4199a	COSN4703135,COSN4703136,COSN4703137
chr16:19078486..19079487,+	COQ7	3	PD4198a	COSN196156,COSN4690655,COSN5175922
chr17:37809284..37810285,+	STARD3	3	PD4199a	COSN5179067,COSN5179068,COSN5179069
chr17:37824228..37825229,+	PNMT	3	PD4199a	COSN5179067,COSN5179068,COSN5179069
chr17:38019878..38020879,-	IKZF3	3	PD4199a	COSN5179067,COSN5179068,COSN5179069
